Name,GUID,Type,Description
[Avenging Light] Healing Hand,2bc13cdd-81db-4c5a-a715-ac68877895e5,SkillInfo,"The caster reaches out in aid healing 30% of target's maximum health.

@<b>Wrath of the Righteous</b>@
When used on enemies, deals Holy Damage equal to 30% of the caster's maximum health."
[Avenging Light] Holy Ground,a1661c3a-cb6c-4fbf-b89b-dd2c772fd21c,SkillInfo,"Consecrate an area of ground to heal allies that stand upon it. Heals *0 per turn for 3 turns. 

@<b>Wrath of the Righteous</b>@
Also deals *0 Holy Damage to enemies within the aura."
[Avenging Light] Mass Cure,6f18bbc8-8169-488e-bd4b-65deb08978e8,SkillInfo,"Restores *0 health to all allies within 2 hexes of target.

@<b>Wrath of the Righteous</b>@
Deals *0 holy damage to all enemies within 2 hexes of target."
[Avenging Light] Regenerate,d8dd7a13-7a38-4deb-9911-b9f35ed957ad,SkillInfo,"Target restores *0 health per turn to allies.  

@<b>Wrath of the Righteous</b>@
Deals *0 holy damage per turn to enemies. "
[Avenging Light] Seal of Salvation,1898b514-d4d8-4edb-9811-35f453f8b610,SkillInfo,"All allies within 3 hexes of you heal for *0 per turn. 

@<b>Wrath of the Righteous</b>@
All enemies within 3 hexes of you suffer *0 Holy Damage per turn. "
[Azug Spikefist] Might of the Iceclaw,e6f2002f-2d19-40e3-a526-597c0a65698a,SkillInfo,Increase damage of all allies within 3 hexes by 30%.
[Azug Spikefist] Summon Iceclaw,33d5686c-be59-49b8-8135-d519f53b67ac,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Bandit Boss] Summon Bandits,7fc34da6-cb9b-4dc9-ba72-b775225961e0,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Bandit Boss] Summon Blood Masks,d9773100-78c5-4570-b7fc-1b08c3ba8f91,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Baron] Vengeful Shadows,1b04c328-a123-45e9-b7a7-938fe670e441,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Bishop] Mass Blinding Light,ec39cc7c-5e2f-4955-bd45-1823b613caff,SkillInfo,Applies {STA=Blind} to all enemies.
[Black Dragon] Abyssal Scream,509254c2-4aa3-4437-9b2d-bae2ec84b944,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Black Dragon] Dark Clones,a0a540d5-781c-44ae-ad24-bc1cb0de82cd,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Black Dragon] Mass Haunt,5e392eef-46b5-4cba-8bbc-b43769e0c1cb,SkillInfo,Applies {STA=Haunt} to all enemies.
[Black Dragon] Mass Reaper's Scythe,5009677c-ba42-4d96-8ba4-f05d30cbce9f,SkillInfo,Applies {STA=Reaper's Scythe} to all enemies.
[Black Dragon] Shadow Slash,3500f977-6651-4c1a-9552-5b863d273332,SkillInfo,Slash nearby targets dealing *0 shadow damage to all enemies in range.
[Black Knight ] Mass Blind,2b11c9cf-d4e9-4885-8f82-0fa0ebee5ad6,SkillInfo,Applies {STA=Blind} to all enemies.
[Blackbeard] Blackbeard's Curse Apply,39ad4a1e-51a7-4ac2-9340-4ae9eb9f0236,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Blackbeard] Cannon Bombardment,784f8140-7fae-45d1-a4b3-d5e8231023e2,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Blue Dragon] Frozen Mines,834d1735-5cdf-4321-90ce-005d0cb83ac1,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Blue Dragon] Spawn Eggs,6356532e-bf23-4a3c-be9e-e11765cb007a,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Blue Dragon] Summon Ice Court,1e80dbc9-f85c-4e30-bb4a-5cb49ac6ae29,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Broker] Hellfire Blast,da7e3128-1242-4c47-bb91-c9e6e3aeeaea,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and reducing 10% of enemy @Maximum Health@ and giving you 10% @increased Damage@ for each enemy effected.
[Broker] Soul Exchange One Fourth,0b973b0b-2055-4ff0-bb21-98abae60c8ad,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Broker] Soul Exchange One Half,ac721103-99a6-4dad-8253-c8a764bc216a,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Broker] Soul Exchange Three Fourths,b08ca498-5ea5-43b6-bb88-06e6cd8d480b,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Butcher]_Horrify,540420c1-3692-4906-958e-dbe81ca44fcc,SkillInfo,Applies {STA=Blind} to all enemies.
[Counsil Bullaj] Blood Sacrifice,13a05e7a-64c2-4d63-b8ed-f382696b2091,SkillInfo,
[Counsil Jahsun] Summon Jungle Imps,dd9922e7-931c-437f-97e7-cbd207b84b7d,SkillInfo,
[Countess] Blood Boil,5ed04c42-dd89-4a2c-8794-d2e14606cceb,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and reducing 10% of enemy @Maximum Health@ and giving you 10% @increased Damage@ for each enemy effected.
[Countess] Blood Bolt,a964ea15-9cac-4f28-b9fe-4a87dbc7872a,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
[Countess] Mass Blood Boil,96a1ca8f-ec4f-4832-9482-474a7eec6494,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and reducing 10% of enemy @Maximum Health@ and giving you 10% @increased Damage@ for each enemy effected.
[Cursed Mimic] Shadow Bite,0ecb1eeb-8575-4866-bb86-059f048899a7,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.  Heals you for 100% of the damage dealt.
[Dead One] Summon Undead,58d84d6c-791e-4630-a93f-66af77c4dd45,SkillInfo,Summon a Ancient Guardian to defend you.
[Dragon Claw Talisman] Summon Red Dragon Whelp,cd8e256f-9c31-4e9a-8850-f02d145e9467,SkillInfo,Summons a Red Dragonling to fight by your side.
[Dusk King] Brain Freeze,cd5f3ada-eb44-4ffb-b810-25456699d7c4,SkillInfo,Deals 10% of the targets Max Health in cold damage each time the target performs an action.
[Dusk King] Raise Frozen Dead,1a0db170-b2e5-4261-b715-c547121015f6,SkillInfo,Summon a Frozen Dead to fight by your side.
[Efreet] Summon Fodder 2,ac3df8cd-8dd3-400b-98ac-d7d2a217e6d7,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Efreet] Summon Fodder 3,052c37ce-5e72-4bd9-b5b1-870bb279dd9a,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Efreet] Summon Fodder 4,0ad98d4f-52c1-4e0a-a435-ff8ca15d97fd,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Efreet] Teleport,7f051b5f-8f25-4f3f-8c99-66d597e2f101,SkillInfo,Teleports the caster to the target location in a flash of lightning.  Unaffected by increased range modifiers.
[Fenrir] Pack Summoning II,3b79ad08-354a-414b-83d3-a8f1015e4641,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Fenrir] Pack Summoning III,27e71097-6f25-4fda-8041-9f40b01081ac,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Forest Giant] Earth Shatter,fa28139a-7f90-49dd-ac62-1e2c4bfbcc43,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Forest Giant] Rock Breaker,d8808da5-8aa0-4c68-afa8-1f4a7a6f5c64,SkillInfo,Deals *0 physical damage to all foes within 3 hexes. 
[Forgemaster] Smelt,bc903991-683e-4910-b770-8f74d0218545,SkillInfo,Burns the target for *0 fire damage each turn and reduces movement points by 3.
[Forgemaster]_Mass Smelt,9d030fe1-6d18-4906-99ad-eed853c13822,SkillInfo,Burns the target for *0 fire damage each turn and reduces movement points by 3.
[Gobfather] Call Reinforcements,f4b50bfb-4b1d-41ab-ad73-84cabb089a99,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Grandmaster] Falcon Kick,c136b139-80d6-4edd-8b31-b1d78e533973,SkillInfo,Kicks the target dealing *0 damage and knocking the target back up to 6 hexes.   Any enemy hit by the target also receives *0 damage.
[Grandmaster] Hurricane Kick,eafec854-a190-428d-b66f-31dd6bec0134,SkillInfo,Conjures a lightning bolt that chains up to 5 enemies near the target dealing *0 lightning damage to each target.  
[Grandmaster] Summon Shadows,9f17fe5d-4803-4ed8-990f-f93619c7b9c8,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Green Dragon] Summon Drakes,8008804b-c3f3-4ee3-8ffd-15992dfde1c7,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Herald] Dark Clones,a7cf478d-d5b5-44d1-8f5e-131d26dca37f,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Houndmaster] Summon Hounds,6c8147e4-4959-463a-8afc-dee6d3e40683,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Infernicus] Soul Fire,028e8cf6-0b31-41b6-a6d7-0ae10afb4515,SkillInfo,Burn the target's soul dealing *0 shadow damage. Lowers the target's @Maximum Health@ and @Maximum Mana@ by 20%.
[Ironheart] Call Reinforcements Light and Flame,6acad498-4d0c-4416-b294-224f5c425509,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Ironheart] Call Reinforcements Sword and Shield,4292e95b-b288-445b-a5fb-aa6cd5447fe9,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Jester] Smash,e63c8564-49f6-45e6-8599-400179367ef7,SkillInfo,Deals *0 fire damage to all foes within 2 hexes of your character.
[Jester] Summon Jack in the Box,7cdb1583-6f27-4d85-9492-f252a956ad81,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Lady] Mass Curse of Death,9f416259-51a1-477d-b15b-9ab1930a3c3b,SkillInfo,Applies {STA=Blind} to all enemies.
[Lady] Sludge,5854fb53-1520-4f87-8195-65e26c662f0c,SkillInfo,Applies {STA=Blind} to all enemies.
[Lady] Sludge Bolt,758c9a45-b56a-44fb-a771-6590fc1ac5de,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
[Medusa] Crumble,4bb53b7a-8120-4173-8377-2816c0bc3077,SkillInfo,
[Medusa] Stone Bolt,8e795a02-c534-461e-8bb1-757b5cdeb118,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
[Medusa] Stoney Visage,c8be9f16-5270-445b-886b-52296cf5fe54,SkillInfo,
[Medusa] Summon Stone Guardians,03fc9431-c71c-4742-b5bb-1385be0b7308,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Mirror Shard] Mirror Image,993d75b1-128b-4015-8fa3-c311b7f83a9b,SkillInfo,Summon a mirror image of yourself to fight by your side.
[Nagomahu] Fire Gore,be397ed9-f61f-4e07-8808-0dfc53a031ad,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
[Nagomahu] Summon Shards of Hate,3efce4af-d396-4fd5-a961-2599d86e3466,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Necronomicon] Death Bolt,fb79fbe7-13e5-425f-a038-ad5eb01759a5,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
[Necronomicon] Raise Undead Berserker,dc5f1d13-8b5c-4d69-869b-7bebd2988ff6,SkillInfo,Raise an Undead Berserker to fight by your side.
[Necronomicon] Raise Undead Ranger,f33f244b-ce05-47c7-8b6b-e0ca15fad5ff,SkillInfo,Raise an Undead Ranger to fight by your side.
[Necronomicon] Raise Undead Wizard,22c0bbad-8888-499a-8057-73feea467c3e,SkillInfo,Raise a Undead Wizard to fight by your side.
[Olgoi] Summon Worms,39edbf54-3e6a-4e42-bf93-956aa84a4cea,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[PaleGoblin] Summon Worgs,e36f9eff-56fa-4745-b333-a26577bb226c,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Prospector] Cave-in,277e665e-0274-4ed0-906f-80e96c6853a6,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Ragnar] Blessing of the Mountain,93560176-51cd-45d5-8129-6c187d701a4e,SkillInfo,Increases damage dealt and taken by 50%. Grants 1 additional Action Point
[Ragnar] Call Reinforcements Healer,f935b468-a088-4fb8-b9af-ee68cc0d1380,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Ragnar] Call Reinforcements Soldier,82b6e014-b88a-4c6b-bd63-3808f63db8cb,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Ragnar] Call Reinforcements Warrior,b29cfcb3-590e-4242-a96d-a26dce60b04d,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Red Dragon] Apocalypse,834184f5-de03-4fa2-b81e-bb1214f6b323,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[RisenWitch] Summon Blood Cauldrons,f2f7b990-cde9-4d73-9d88-f9c234daaba7,SkillInfo,
[RisenWitch] Unsummon Cauldrons,6f4cf852-115c-40d7-aa0a-48e032040094,SkillInfo,
[Ronin] Summon Reinforcements,e76ceeb4-ac70-4a2f-a77e-3bd3b7022835,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Samara] Mirror Image,a885172f-4a0c-47ae-978b-69bcdb5eb764,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Scarecrow] Summon Crows,2648a71f-1086-4dae-8fd6-9c0b32742f8d,SkillInfo,Summon a Skeletal Lackey to fight by your side.
[Scroll of Monster Summoning] Summon Monster,d8b7924a-f872-4595-9c67-a8c8dd567918,SkillInfo,Summons a Monster to fight by your side.
[Sun Queen] Summon Radiant Orb,0790e8c4-4916-4e3b-be3d-9051a70f961d,SkillInfo,Summon a Radiant Orb to deal damage to enemies each turn.
[Tlaloc the Storm] Chain Lightning,eb59a98e-0811-40fd-ad20-482c66ea821a,SkillInfo,Conjures a lightning bolt that chains up to 5 enemies near the target dealing *0 lightning damage to each target.  
[Tlaloc the Storm] Mass Teleport,f9493e96-0c1b-4acb-ae43-aaf14a851d7a,SkillInfo,Conjures a lightning bolt that chains up to 5 enemies near the target dealing *0 lightning damage to each target.  
[Tome of Tadashi] Tadashi's Armor,541c78ca-b718-457b-bccf-efbd0d07372d,SkillInfo,Completely negates the next attack.  Lasts until hit. 
[Tome of Tadashi] Tadashi's Escape,6cffd6ac-5c79-4053-b009-78e7b8cd1b97,SkillInfo,Teleport to the target area.  Unaffected by increased range modifiers.
[Tome of Tadashi] Tadashi's Ritual,1fae4aa9-d90e-48df-af51-4e1722e188e5,SkillInfo,Target cannot drop below 1 hp while active.
[Unholy Sacrifice] Unholy Sacrifice,e6acb799-5504-404a-aa06-4ec7b41b495a,SkillInfo,Explode a target summon killing it and dealing [0] @Shadow Damage@ to enemies within 2 hexes. 
[Ursa] Fire Cleave,c0382a90-ca4f-4f37-b628-ed56ea985c77,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
[Ursa] Flame Howl,0bdf60c7-e1c8-4b93-a800-2870b24ea357,SkillInfo,Deals *0 physical damage.  Enemies within 2 hexes deal 20% less damage.
[Ursa] Frost Cleave,552de088-3ede-40e9-b772-93a35a06f28e,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
[Ursa] Ice Howl,a2cc9b96-0e21-41e5-8717-0532f7b4a761,SkillInfo,Applies {STA=Blind} to all enemies.
[Ursa] Thunder Cleave,ac58a0fb-7cd7-4299-b049-f7c07a39d0a5,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
[Witch] Summon Heart Fetishes,c1f7de9e-d451-4402-bfde-33d9f114c0b9,SkillInfo,
[Witch] Summon Poison Cauldrons,5f3687ea-ab19-4ad0-b14f-102f6d96455f,SkillInfo,
[Xotec] Summon Tribe,cff20720-8dc2-4b31-81ce-26af6ce436d1,SkillInfo,Summon a Skeletal Lackey to fight by your side.
